ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,I agree to participate in a research study conducted by the Massachusetts Institute of Technology. I...,I understand that this survey will test my reading comprehension (really whether I'm reading at all)...,attention_1-1,attention_1-2,attention_1-3,y,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,ly,ly_1949,ly_1953,ly_1957,ly_1961,ly_1965,ly_1969,ly_1973,ly_1977,ly_1981,ly_1985,ly_1989,ly_1993,ly_1997,ly_2001,ly_2005,ly_2009,ly_2013,ly_2017,ly_2021,ly_2025,ly_2029,ly_2033,ly_2037,ly_2041,ly_2045,yl,yl_1949,yl_1953,yl_1957,yl_1961,yl_1965,yl_1969,yl_1973,yl_1977,yl_1981,yl_1985,yl_1989,yl_1993,yl_1997,yl_2001,yl_2005,yl_2009,yl_2013,yl_2017,yl_2021,yl_2025,yl_2029,yl_2033,yl_2037,yl_2041,yl_2045,econ_weight_pres-Year 1,econ_weight_pres-Year 2,econ_weight_pres-Year 3,econ_weight_pres-Year 4,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,Thanks again! Any comments? (optional),how_responsible-Year 1,how_responsible-Year 2,how_responsible-Year 3,how_responsible-Year 4,v_1949,v_1953,v_1957,v_1961,v_1965,v_1969,v_1973,v_1977,v_1981,v_1985,v_1989,v_1993,v_1997,v_2001,v_2005,v_2009,v_2013,v_2017,v_2021,v_2025,v_2029,v_2033,v_2037,v_2041,v_2045
R_4TKq3ayWXIsJnww,Default Response Set,Anonymous,,,0,6/3/2011 12:01,6/3/2011 12:07,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,4,2,3,4,3,3,3,4,3,3,2,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,25,25,25,25,,,1,,1,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Fpzu5nUPQIYlus,Default Response Set,Anonymous,,,0,6/3/2011 12:00,6/3/2011 12:08,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,3,3,3,2,4,2,4,4,4,4,3,4,4,4,2,4,3,3,2,2,2,3,20,25,25,30,15,20,25,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0OkX9cIHzKvuegY,Default Response Set,Anonymous,,,0,6/3/2011 11:59,6/3/2011 12:08,1,1101,1,1,1,1,,1,2,1,1,3,1,4,2,3,1,3,3,1,3,3,4,3,2,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,70,5,10,15,70,,,1,,1,,thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7TFRhsteDUZoZJG,Default Response Set,Anonymous,,,0,6/3/2011 12:01,6/3/2011 12:09,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,3,3,4,3,3,2,3,3,20,20,25,35,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dbde9nvbduzIoaU,Default Response Set,Anonymous,,,0,6/3/2011 12:04,6/3/2011 12:11,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,4,2,3,3,4,2,4,4,2,4,3,4,3,4,3,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,20,20,20,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bfuRzFjgIUuJRHu,Default Response Set,Anonymous,,,0,6/3/2011 12:03,6/3/2011 12:15,1,1101,1,1,1,1,,1,3,2,2,3,2,3,2,4,1,3,3,2,3,3,4,3,3,2,3,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,20,45,15,20,30,35,,,1,,1,,"I think when I see the economy shown over a 4 year period, I tend to focus on the last  year as being significant. I also looked at a progression. If it wen't steadily up it was positive, and if it wen't steadily down it was negative.  /  / The 3rd and 4th years especially swayed me to rate how positive or negative the economy was if they were the ones that were up or down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cTOJ4zDZYJ3Lf8g,Default Response Set,Anonymous,,,0,5/27/2011 12:24,5/27/2011 12:24,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bfiQH0RzgPFWgYI,Default Response Set,Anonymous,,,8,5/27/2011 12:25,5/27/2011 12:25,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eeXuGjt6ENyUBsU,Default Response Set,Anonymous,,,0,5/27/2011 12:26,5/27/2011 12:26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dgKUai7EllTS6KU,Default Response Set,Anonymous,,,0,6/3/2011 12:24,6/3/2011 12:28,1,1101,1,1,1,1,,1,3,1,2,4,2,4,4,4,1,3,4,3,4,4,4,4,4,4,3,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,40,40,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3atZeBo1ieldJcg,Default Response Set,Anonymous,,,0,6/3/2011 12:23,6/3/2011 12:30,1,1101,1,1,1,1,,1,3,2,4,4,2,3,3,4,3,3,4,4,3,3,4,3,3,3,4,3,4,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,35,45,25,15,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0NVYHxfGCMtqCnG,Default Response Set,Anonymous,,,0,6/3/2011 12:26,6/3/2011 12:35,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,20,30,30,20,20,30,,,1,,1,,Nope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1FjZQy6RcNxE9qQ,Default Response Set,Anonymous,,,0,6/3/2011 12:38,6/3/2011 12:42,1,1101,1,1,1,1,,1,2,2,4,1,2,2,2,3,2,3,3,3,4,3,4,2,1,2,3,2,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,15,50,35,20,15,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0kdjyl6PtUnaOpu,Default Response Set,Anonymous,,,0,6/3/2011 12:47,6/3/2011 12:57,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,2,3,2,3,2,3,3,3,2,3,4,3,2,2,4,2,2,2,1,2,3,25,25,25,25,25,25,25,25,,,1,,1,,"Because it was the second term, I put equal weight on each year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7USDJ8XerXVWHoU,Default Response Set,Anonymous,,,0,6/3/2011 12:55,6/3/2011 13:00,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,4,2,4,3,3,4,3,4,3,3,3,4,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,60,5,20,25,50,,,1,,1,,thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a32zaDKiykRS6O0,Default Response Set,Anonymous,,,0,6/3/2011 13:09,6/3/2011 13:16,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39pPhQV7QHwNhZO,Default Response Set,Anonymous,,,0,6/3/2011 13:12,6/3/2011 13:20,1,1101,1,1,1,1,,1,3,1,4,3,2,3,3,4,3,3,3,4,4,3,4,3,3,2,4,2,3,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,10,10,30,50,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8wx4lH7BhkPxGrW,Default Response Set,Anonymous,,,0,6/3/2011 13:19,6/3/2011 13:24,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,2,3,3,3,2,2,2,3,20,20,30,30,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eR8Juas4tb88ZIo,Default Response Set,Anonymous,,,0,6/3/2011 13:17,6/3/2011 13:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,4,4,4,4,4,2,3,4,3,4,3,4,4,4,3,3,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,40,30,20,45,5,30,,,1,,1,,good survey - thanks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8l8bobdAff38WS8,Default Response Set,Anonymous,,,0,6/3/2011 13:23,6/3/2011 13:29,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,4,3,4,2,3,3,3,4,3,4,3,3,3,3,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,20,45,15,25,25,35,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fu4jA3rPJrDczi,Default Response Set,Anonymous,,,0,6/3/2011 13:30,6/3/2011 13:37,1,1101,1,1,1,1,,1,3,2,2,4,3,4,3,4,3,3,4,3,4,4,4,4,4,3,4,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,30,20,40,25,25,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7WGXUEajtqTvUFe,Default Response Set,Anonymous,,,0,6/3/2011 13:33,6/3/2011 13:38,1,1101,1,1,1,1,,1,3,1,1,1,3,3,2,2,2,2,3,2,2,2,4,1,3,1,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cNN2dizHPzQN94w,Default Response Set,Anonymous,,,0,6/3/2011 13:31,6/3/2011 13:40,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,25,50,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4YOiWUZOBzLDVKQ,Default Response Set,Anonymous,,,0,6/3/2011 13:34,6/3/2011 13:48,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,1,3,2,3,2,3,3,2,3,3,4,3,3,1,2,3,3,2,1,3,3,10,15,25,50,10,15,25,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cYBew4BKVU7N6U4,Default Response Set,Anonymous,,,0,6/3/2011 13:44,6/3/2011 13:49,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,3,4,3,4,2,4,4,4,4,3,4,4,4,2,3,3,4,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,10,30,30,20,20,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dhdhQ1jjq1yw4w4,Default Response Set,Anonymous,,,0,6/3/2011 13:49,6/3/2011 13:54,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,4,3,2,3,3,3,3,4,3,3,4,3,4,1,4,3,3,2,1,2,3,25,25,25,25,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2317xrkDPTbYWjy,Default Response Set,Anonymous,,,0,6/3/2011 14:09,6/3/2011 14:13,1,1101,1,1,1,1,,1,3,2,1,3,2,4,2,4,1,2,3,2,3,2,4,4,3,2,3,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,25,50,50,25,25,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6yS7u260orYcvm4,Default Response Set,Anonymous,,,0,6/3/2011 14:09,6/3/2011 14:19,1,1101,1,1,1,1,,1,2,2,2,1,2,2,2,2,2,2,3,3,2,2,4,2,3,2,3,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00uXEmKSbrfQcRu,Default Response Set,Anonymous,,,0,6/3/2011 14:14,6/3/2011 14:23,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,4,2,3,3,3,1,3,2,3,3,4,4,4,3,1,3,4,4,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,35,15,15,25,35,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6J9eg8XSj1WWhtq,Default Response Set,Anonymous,,,0,6/3/2011 14:33,6/3/2011 14:42,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,2,3,2,4,3,4,3,4,4,3,4,4,3,2,4,3,4,2,1,2,3,10,30,35,25,35,35,20,10,,,1,,1,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5dLT9BKgiZCivQg,Default Response Set,Anonymous,,,0,6/3/2011 14:39,6/3/2011 14:45,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,4,3,4,4,4,2,4,4,4,3,4,4,4,4,3,4,4,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,5,15,30,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5BXTeXyI8nCO4II,Default Response Set,Anonymous,,,0,6/3/2011 14:58,6/3/2011 15:02,1,1101,1,1,1,1,,1,4,3,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,3,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_54q7cfh5WRzja72,Default Response Set,Anonymous,,,0,6/3/2011 14:56,6/3/2011 15:04,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,2,3,25,25,25,25,10,20,30,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_795sUnDNl0PuXZy,Default Response Set,Anonymous,,,0,6/3/2011 15:02,6/3/2011 15:07,1,1101,1,1,1,1,,1,3,2,2,3,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,20,30,40,10,10,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4UivCo3KoX1ndzK,Default Response Set,Anonymous,,,0,6/3/2011 15:08,6/3/2011 15:12,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,4,2,4,3,4,2,3,4,4,4,3,4,4,3,3,4,3,3,2,1,2,3,25,25,25,25,25,25,25,25,,,1,,1,,good survey questions were clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_556UkzuIqcTGbHu,Default Response Set,Anonymous,,,0,6/3/2011 15:11,6/3/2011 15:15,1,1101,1,1,1,1,,1,4,3,3,3,4,3,3,3,2,3,4,4,4,3,4,4,4,3,4,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,30,40,15,15,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eu45Elj0dwK6Yks,Default Response Set,Anonymous,,,0,6/3/2011 15:10,6/3/2011 15:17,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,20,50,10,20,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Ny5peQ9nx8IZaQ,Default Response Set,Anonymous,,,0,6/3/2011 15:14,6/3/2011 15:18,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,2,3,2,3,2,3,2,2,3,3,4,3,3,3,2,2,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,35,40,10,40,40,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5sCMiP4xx7CQbgE,Default Response Set,Anonymous,,,0,5/27/2011 15:14,5/27/2011 15:25,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,1,1,1,1,1,1,,,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0DtUug7XheyMxb6,Default Response Set,Anonymous,,,0,6/3/2011 15:18,6/3/2011 15:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,2,2,3,3,4,4,2,4,2,3,4,3,3,3,4,2,4,3,2,3,4,20,30,35,15,15,30,30,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bqRcPEFaQFBtw8s,Default Response Set,Anonymous,,,0,6/3/2011 15:21,6/3/2011 15:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,3,1,1,2,3,3,4,3,2,2,2,2,2,1,3,3,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,20,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bxOmwhNxpe5Hl2c,Default Response Set,Anonymous,,,0,6/3/2011 15:22,6/3/2011 15:29,1,1101,1,1,1,1,,1,3,2,3,4,2,4,3,4,2,3,3,3,4,3,4,3,3,2,3,2,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,40,20,20,20,40,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ctUoKdOGCiN7Te,Default Response Set,Anonymous,,,0,6/3/2011 15:27,6/3/2011 15:36,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,2,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9yQrGqa7f5tjf7e,Default Response Set,Anonymous,,,0,6/3/2011 15:37,6/3/2011 15:45,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,3,3,4,4,3,4,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,10,15,20,55,20,20,25,35,,,1,,1,,"I don't know too much about determining whether the economy is ""good"" or ""bad.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eQavNM9uxS00WyM,Default Response Set,Anonymous,,,0,6/3/2011 15:44,6/3/2011 15:49,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,1,4,2,4,3,4,2,3,3,3,4,3,3,2,3,3,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,25,50,75,20,3,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6VC8alZ9vKvksiU,Default Response Set,Anonymous,,,0,6/3/2011 15:47,6/3/2011 15:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,2,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gz5gsvz4PRw01C,Default Response Set,Anonymous,,,0,6/3/2011 15:44,6/3/2011 15:51,1,1101,1,1,1,1,,1,3,3,2,2,4,3,3,4,2,3,3,3,4,3,4,4,4,2,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,25,30,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d1q36X4kzdU3SyU,Default Response Set,Anonymous,,,0,6/3/2011 15:48,6/3/2011 15:55,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,2,3,3,4,3,4,4,4,3,3,4,4,3,3,4,4,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,5,10,15,70,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_235vHzmNz6hpcMY,Default Response Set,Anonymous,,,0,6/3/2011 15:58,6/3/2011 16:02,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,4,2,3,3,3,3,3,4,4,3,2,3,3,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,20,50,5,20,30,45,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bOzM5fK2qUIMxLK,Default Response Set,Anonymous,,,0,6/3/2011 15:52,6/3/2011 16:02,1,1101,1,1,1,1,,1,3,2,3,3,4,3,2,3,2,3,4,4,3,2,4,3,4,3,4,3,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8oZH7W0z46xdTU0,Default Response Set,Anonymous,,,0,6/3/2011 15:52,6/3/2011 16:06,1,1101,1,1,1,1,,1,2,1,2,2,3,3,1,3,2,2,3,3,3,2,4,2,3,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,20,45,20,15,15,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QX9mCG4OkA3xWs,Default Response Set,Anonymous,,,0,6/3/2011 15:58,6/3/2011 16:07,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,2,4,3,3,2,3,4,3,3,3,4,3,3,3,3,3,2,2,2,2,3,10,20,20,50,5,35,20,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
