ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,I agree to participate in a research study conducted by the Massachusetts Institute of Technology. I...,I understand that this survey will test my reading comprehension (really whether I'm reading at all)...,attention_1-1,attention_1-2,attention_1-3,y,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,ly,ly_1949,ly_1953,ly_1957,ly_1961,ly_1965,ly_1969,ly_1973,ly_1977,ly_1981,ly_1985,ly_1989,ly_1993,ly_1997,ly_2001,ly_2005,ly_2009,ly_2013,ly_2017,ly_2021,ly_2025,ly_2029,ly_2033,ly_2037,ly_2041,ly_2045,yl,yl_1949,yl_1953,yl_1957,yl_1961,yl_1965,yl_1969,yl_1973,yl_1977,yl_1981,yl_1985,yl_1989,yl_1993,yl_1997,yl_2001,yl_2005,yl_2009,yl_2013,yl_2017,yl_2021,yl_2025,yl_2029,yl_2033,yl_2037,yl_2041,yl_2045,econ_weight_pres-Year 1,econ_weight_pres-Year 2,econ_weight_pres-Year 3,econ_weight_pres-Year 4,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,Thanks again! Any comments? (optional),how_responsible-Year 1,how_responsible-Year 2,how_responsible-Year 3,how_responsible-Year 4,v_1949,v_1953,v_1957,v_1961,v_1965,v_1969,v_1973,v_1977,v_1981,v_1985,v_1989,v_1993,v_1997,v_2001,v_2005,v_2009,v_2013,v_2017,v_2021,v_2025,v_2029,v_2033,v_2037,v_2041,v_2045
R_2odnZSMPV49Y8w4,Default Response Set,Anonymous,,,0,6/3/2011 16:03,6/3/2011 16:12,1,1101,1,1,1,1,,1,3,2,3,2,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eysosB0seD1jLFi,Default Response Set,Anonymous,,,0,6/3/2011 16:16,6/3/2011 16:21,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,2,2,4,2,3,3,2,3,2,4,2,2,2,3,2,3,2,1,2,3,15,25,25,35,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5uOZ3r2bFgaUqZ6,Default Response Set,Anonymous,,,0,6/3/2011 16:18,6/3/2011 16:25,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,4,3,3,4,3,4,4,4,2,3,3,3,3,2,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,10,50,0,40,10,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_29SVfMhzn06ueEY,Default Response Set,Anonymous,,,0,6/3/2011 16:25,6/3/2011 16:29,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,2,1,3,4,3,2,3,4,3,3,2,4,2,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a65cDa0R8CFcGtS,Default Response Set,Anonymous,,,0,6/3/2011 16:48,6/3/2011 16:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,3,2,3,3,4,2,4,4,4,4,4,4,4,4,2,4,4,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,35,35,40,35,20,5,,,1,,1,,Thanks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2seLFUOB3sYkBKY,Default Response Set,Anonymous,,,0,6/3/2011 16:41,6/3/2011 16:52,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3CWo7Lhk3yLSgEA,Default Response Set,Anonymous,,,0,6/3/2011 16:50,6/3/2011 16:57,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,3,2,4,4,4,3,3,2,3,4,3,3,2,3,3,2,2,1,1,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Ri3IkywxX0mfTm,Default Response Set,Anonymous,,,0,6/3/2011 16:53,6/3/2011 16:58,1,1101,1,1,1,1,,1,3,3,3,3,3,4,2,3,4,3,4,4,4,3,4,4,3,3,4,4,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30,30,0,30,40,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezjm8gDDBbxMvTm,Default Response Set,Anonymous,,,0,6/3/2011 16:59,6/3/2011 17:07,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,2,3,2,3,3,2,3,3,3,2,4,2,3,2,2,3,2,2,2,2,2,20,22,27,31,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9zbWZtWms0b4Zq4,Default Response Set,Anonymous,,,0,6/3/2011 17:03,6/3/2011 17:07,1,1101,1,1,1,1,,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bOtQu4aHuSXJdS4,Default Response Set,Anonymous,,,0,6/3/2011 17:02,6/3/2011 17:08,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,2,2,3,4,2,3,2,3,2,3,3,2,3,2,3,2,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,20,40,10,10,30,50,,,1,,1,,Interesting study!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IgIRI7lApg2Z6s,Default Response Set,Anonymous,,,0,6/3/2011 17:17,6/3/2011 17:20,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,3,4,2,3,2,3,4,4,3,3,4,3,3,3,4,2,3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,20,20,100,0,0,0,,,1,,1,,good survey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6XAA7zVPOr49gB6,Default Response Set,Anonymous,,,0,6/3/2011 17:17,6/3/2011 17:28,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,3,3,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,20,30,10,30,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dn9NAyFMnzUo6vq,Default Response Set,Anonymous,,,0,6/3/2011 17:22,6/3/2011 17:29,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,2,3,3,3,3,3,3,3,3,3,4,3,4,2,3,2,3,2,2,2,3,10,20,30,40,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_blblO8T8HTtJ9mk,Default Response Set,Anonymous,,,0,6/3/2011 17:29,6/3/2011 17:35,1,1101,1,1,1,1,,1,3,2,3,2,3,3,3,3,3,4,4,3,3,3,4,3,3,2,3,4,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,50,10,10,20,40,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bEgt6K2brdStxOs,Default Response Set,Anonymous,,,0,6/3/2011 17:35,6/3/2011 17:42,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,3,20,20,20,40,10,20,30,40,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_514NiZklUCRrxcM,Default Response Set,Anonymous,,,0,6/3/2011 17:43,6/3/2011 17:49,1,1101,1,1,1,1,,1,4,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,3,1,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2n9WLGZqkg8iz1q,Default Response Set,Anonymous,,,0,6/3/2011 17:47,6/3/2011 17:50,1,1101,1,1,1,1,,1,3,2,3,3,2,4,3,4,3,3,3,3,3,4,4,3,4,2,3,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,none! great survey!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1I9eqySf1eh4x5G,Default Response Set,Anonymous,,,0,6/3/2011 17:46,6/3/2011 17:50,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,3,2,2,2,4,3,4,4,3,3,4,4,4,4,2,4,3,4,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,20,50,10,30,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3pDvcFToeURBrbm,Default Response Set,Anonymous,,,0,6/3/2011 17:49,6/3/2011 17:53,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,4,4,2,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,30,20,10,10,20,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8ifapKBm4L9zZ5i,Default Response Set,Anonymous,,,0,6/3/2011 17:49,6/3/2011 17:55,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,2,4,3,4,2,3,3,4,4,3,4,3,4,3,3,3,3,2,2,2,3,20,20,25,35,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9BIUt1aTEwMfkPy,Default Response Set,Anonymous,,,0,6/3/2011 17:49,6/3/2011 17:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,3,4,3,3,2,3,3,4,3,3,4,4,3,4,3,3,4,3,4,3,20,25,25,30,25,25,25,25,,,1,,1,,"interesting survey, must say! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cSxT9fE31cY4naI,Default Response Set,Anonymous,,,0,6/3/2011 17:55,6/3/2011 18:00,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,2,4,4,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6EvRvdeYvEcgf2s,Default Response Set,Anonymous,,,0,6/3/2011 18:06,6/3/2011 18:10,1,1101,1,1,1,1,,1,4,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,3,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,25,30,20,25,25,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0DhLtA4HgNI1fes,Default Response Set,Anonymous,,,0,6/3/2011 18:09,6/3/2011 18:23,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,1,1,2,2,4,2,2,3,3,1,3,4,2,3,2,4,4,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,35,35,15,15,35,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bscDCu12NyJSRg0,Default Response Set,Anonymous,,,0,6/3/2011 18:18,6/3/2011 18:23,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,none..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3yYRGL3WPXdkuZ6,Default Response Set,Anonymous,,,0,6/3/2011 18:21,6/3/2011 18:28,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,3,3,2,4,2,4,3,4,3,3,4,4,4,3,3,4,3,2,1,2,3,5,15,30,50,15,20,25,40,,,1,,1,,"Thank you for allowing me to participate.  Thanks for paying me, too.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4Vj1Z9H3ltPETEU,Default Response Set,Anonymous,,,0,6/3/2011 18:30,6/3/2011 18:42,1,1101,1,1,1,1,,1,3,1,3,2,3,2,2,2,3,3,3,3,3,3,4,3,3,2,3,3,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,20,20,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8BrvwIIlXnvmKuU,Default Response Set,Anonymous,,,0,6/3/2011 18:44,6/3/2011 18:52,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,4,1,2,2,1,3,3,3,1,2,3,2,2,1,4,3,4,2,3,3,1,25,25,25,25,15,25,25,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6xmnS6TG8P8x9vm,Default Response Set,Anonymous,,,0,6/3/2011 18:35,6/3/2011 18:53,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,4,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,1,4,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7aio1rygkxndBqc,Default Response Set,Anonymous,,,0,6/3/2011 19:10,6/3/2011 19:17,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,3,2,4,3,4,1,4,4,4,4,4,4,4,4,3,4,1,3,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,60,5,5,30,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_29rgpqwZW32NAkQ,Default Response Set,Anonymous,,,0,6/3/2011 19:15,6/3/2011 19:21,1,1101,1,1,1,1,,1,3,1,3,1,4,4,3,3,3,3,4,4,4,3,4,3,4,3,4,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,25,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0p6oH1gvaodKCAA,Default Response Set,Anonymous,,,0,6/3/2011 19:15,6/3/2011 19:28,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,1,4,1,3,3,1,3,2,3,3,2,2,3,3,2,1,1,1,2,25,25,15,35,15,20,25,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1YRYn9yxj8xTv36,Default Response Set,Anonymous,,,0,6/3/2011 19:28,6/3/2011 19:35,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,3,3,2,2,3,3,15,25,30,30,10,15,50,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gDO50JMhjnbKK0,Default Response Set,Anonymous,,,0,6/3/2011 19:51,6/3/2011 19:56,1,1101,1,1,1,1,,1,3,2,2,3,2,3,2,3,1,3,2,2,2,2,3,2,2,2,3,1,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b9DXkwWUnWd5kXi,Default Response Set,Anonymous,,,0,6/3/2011 20:01,6/3/2011 20:09,1,1101,1,1,1,1,,1,4,2,3,4,4,2,2,3,4,4,4,4,3,1,3,1,3,1,4,4,4,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,30,50,10,10,30,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cC5xVDQnvDFPIby,Default Response Set,Anonymous,,,0,6/3/2011 19:59,6/3/2011 20:11,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,3,4,3,4,3,4,3,3,4,4,4,4,4,2,3,3,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,15,40,10,20,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0uereBhFsCSiKr2,Default Response Set,Anonymous,,,0,6/3/2011 20:40,6/3/2011 20:47,1,1101,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,3,2,3,3,3,3,2,4,3,3,2,3,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30,30,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0AObgIt2Dp7cvI0,Default Response Set,Anonymous,,,0,6/3/2011 20:32,6/3/2011 20:48,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,2,2,2,3,25,25,25,25,25,25,25,25,,,1,,1,,VERY INTERESTING SURVEY   :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_51q2pdhxvgrn3eI,Default Response Set,Anonymous,,,0,6/3/2011 20:41,6/3/2011 20:51,1,1101,1,1,1,1,,1,3,2,4,3,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,25,35,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1RBXmj3VDOH1DLK,Default Response Set,Anonymous,,,0,6/3/2011 20:49,6/3/2011 20:58,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,1,4,3,4,1,3,3,2,3,3,4,3,3,3,2,2,2,1,1,3,3,30,20,10,40,30,30,30,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a2w9ePl6uHw9NxW,Default Response Set,Anonymous,,,0,6/3/2011 21:05,6/3/2011 21:15,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,3,3,2,2,3,2,4,2,3,2,2,3,4,3,3,3,2,3,1,2,4,3,10,30,20,40,10,30,20,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cvaBJJS4pXexOOU,Default Response Set,Anonymous,,,0,6/3/2011 21:51,6/3/2011 21:55,1,1101,1,1,,,1,1,3,1,2,4,1,3,3,4,1,3,3,2,4,3,4,3,3,4,2,1,3,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,30,30,20,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3IblUzvFMognOlK,Default Response Set,Anonymous,,,0,6/3/2011 22:02,6/3/2011 22:08,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,4,3,3,3,4,4,4,3,3,4,3,3,3,4,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9X0IK0GPfUeFLSI,Default Response Set,Anonymous,,,0,6/3/2011 22:07,6/3/2011 22:12,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,1,2,2,4,2,3,3,3,2,3,4,3,2,1,3,2,3,2,1,1,3,25,25,25,25,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNkohVjHEutPJOc,Default Response Set,Anonymous,,,0,6/3/2011 22:15,6/3/2011 22:21,1,1101,1,1,1,1,,1,4,2,4,3,3,3,2,3,4,3,4,4,3,3,4,3,4,3,4,4,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cLVyNBdBj4E8Glm,Default Response Set,Anonymous,,,0,6/3/2011 22:20,6/3/2011 22:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,3,3,3,4,1,3,4,4,3,3,4,3,3,2,3,1,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,60,80,5,5,10,,,1,,1,,Very thought provoking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1BsOAXpR1Kc2pnK,Default Response Set,Anonymous,,,0,6/3/2011 22:18,6/3/2011 22:30,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,3,15,25,25,35,10,10,45,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_50c1u4WaNNNjfco,Default Response Set,Anonymous,,,0,6/3/2011 22:24,6/3/2011 22:35,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,2,1,3,2,1,3,2,3,2,4,2,4,2,3,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,20,30,40,10,20,30,,,1,,1,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dh5KVrWRURVkKOM,Default Response Set,Anonymous,,,0,6/3/2011 22:36,6/3/2011 22:42,1,1101,1,1,1,1,,1,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,25,30,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9MEnoDG6m17SEcI,Default Response Set,Anonymous,,,0,6/3/2011 22:41,6/3/2011 22:59,1,1101,1,1,1,1,,1,3,2,3,3,3,3,3,4,1,3,3,4,3,4,4,4,4,3,4,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,25,35,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0PzwPGlO9A4aaB6,Default Response Set,Anonymous,,,0,6/3/2011 23:28,6/3/2011 23:31,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,2,3,3,4,3,3,4,3,3,3,4,4,4,3,3,2,3,2,2,3,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d6YdLF9n6tAVL12,Default Response Set,Anonymous,,,0,6/3/2011 23:23,6/3/2011 23:34,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,35,35,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
